sourceid-year-oa,source_id,journal_name,parent_publisher,pub_year,oa_status,oecd_major,n_dois,apc_lower,apc_total
5907_2016_hybrid,5907,Criminal Justice and Behavior,Sage,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
6181_2018_hybrid,6181,Current Opinion in Food Science,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
7970_2017_hybrid,7970,European Journal of Mass Spectrometry,Sage,2017,hybrid,NATURAL SCIENCES,0.5,3000,1500
8554_2015_hybrid,8554,Food and Nutrition Bulletin,Sage,2015,hybrid,AGRICULTURAL SCIENCES,0.5,3000,1500
8974_2015_hybrid,8974,Genetic Resources and Crop Evolution,Springer-Nature,2015,hybrid,NATURAL SCIENCES,0.5,3000,1500
19445_2018_hybrid,19445,Peer-to-Peer Networking and Applications,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
20658_2016_hybrid,20658,Production and Operations Management,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
20658_2018_hybrid,20658,Production and Operations Management,Wiley,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
20802_2018_hybrid,20802,Propellants Explosives Pyrotechnics,Wiley,2018,hybrid,NATURAL SCIENCES,0.5,3000,1500
20991_2015_hybrid,20991,Public Understanding of Science,Sage,2015,hybrid,SOCIAL SCIENCES,0.5,3000,1500
22842_2017_hybrid,22842,Silicon,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
24219_2018_hybrid,24219,Television & New Media,Sage,2018,hybrid,HUMANITIES,0.5,3000,1500
20802_2018_hybrid,20802,Propellants Explosives Pyrotechnics,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
22406_2015_hybrid,22406,Science & Education,Springer-Nature,2015,hybrid,SOCIAL SCIENCES,0.5,3000,1500
22762_2018_hybrid,22762,SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT,Sage,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
25254_2015_hybrid,25254,VLDB Journal,Springer-Nature,2015,hybrid,NATURAL SCIENCES,0.5,3000,1500
25254_2017_hybrid,25254,VLDB Journal,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
25254_2018_hybrid,25254,VLDB Journal,Springer-Nature,2018,hybrid,NATURAL SCIENCES,0.5,3000,1500
25290_2017_hybrid,25290,War in History,Sage,2017,hybrid,SOCIAL SCIENCES,0.5,3000,1500
19669_2018_hybrid,19669,Philosophy & Social Criticism,Sage,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
20069_2015_hybrid,20069,Politics Philosophy & Economics,Sage,2015,hybrid,HUMANITIES,0.5,3000,1500
20069_2018_hybrid,20069,Politics Philosophy & Economics,Sage,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
20948_2015_hybrid,20948,Psychosomatics,Elsevier,2015,hybrid,SOCIAL SCIENCES,0.5,3000,1500
20948_2016_hybrid,20948,Psychosomatics,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
20991_2015_hybrid,20991,Public Understanding of Science,Sage,2015,hybrid,HUMANITIES,0.5,3000,1500
21160_2016_hybrid,21160,Radiation and Environmental Biophysics,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
21618_2017_hybrid,21618,Review of Religious Research,Springer-Nature,2017,hybrid,SOCIAL SCIENCES,0.5,3000,1500
22842_2017_hybrid,22842,Silicon,Springer-Nature,2017,hybrid,NATURAL SCIENCES,0.5,3000,1500
25254_2015_hybrid,25254,VLDB Journal,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
25357_2015_hybrid,25357,Weed Biology and Management,Wiley,2015,hybrid,AGRICULTURAL SCIENCES,0.5,3000,1500
25900_2018_hybrid,25900,Zygon,Wiley,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
453_2017_hybrid,453,Acta Zoologica,Wiley,2017,hybrid,NATURAL SCIENCES,0.5,3000,1500
2885_2015_hybrid,2885,Autonomous Agents and Multi-Agent Systems,Springer-Nature,2015,hybrid,NATURAL SCIENCES,0.5,3000,1500
4248_2018_hybrid,4248,Cancer Genetics,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
4650_2015_hybrid,4650,Chemosensory Perception,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
5906_2017_hybrid,5906,Criminal Behaviour and Mental Health,Wiley,2017,hybrid,SOCIAL SCIENCES,0.5,3000,1500
6229_2017_hybrid,6229,Current Pollution Reports,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
6350_2016_hybrid,6350,Dao-a Journal of Comparative Philosophy,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,0.5,3000,1500
6420_2016_hybrid,6420,Dental Materials,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
7508_2016_hybrid,7508,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,Springer-Nature,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
7970_2018_hybrid,7970,European Journal of Mass Spectrometry,Sage,2018,hybrid,NATURAL SCIENCES,0.5,3000,1500
8078_2016_hybrid,8078,European Physical Journal H,Springer-Nature,2016,hybrid,NATURAL SCIENCES,0.5,3000,1500
8974_2015_hybrid,8974,Genetic Resources and Crop Evolution,Springer-Nature,2015,hybrid,AGRICULTURAL SCIENCES,0.5,3000,1500
1056_2016_hybrid,1056,Agronomy for Sustainable Development,Springer-Nature,2016,hybrid,AGRICULTURAL SCIENCES,0.5,3000,1500
2243_2016_hybrid,2243,ARCHIVE FOR THE PSYCHOLOGY OF RELIGION-ARCHIV FUR RELIGIONSPSYCHOLOGIE,Sage,2016,hybrid,HUMANITIES,0.5,3000,1500
2243_2016_hybrid,2243,ARCHIVE FOR THE PSYCHOLOGY OF RELIGION-ARCHIV FUR RELIGIONSPSYCHOLOGIE,Sage,2016,hybrid,SOCIAL SCIENCES,0.5,3000,1500
2886_2016_hybrid,2886,Autonomous Robots,Springer-Nature,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
4120_2018_hybrid,4120,Canadian Journal of Agricultural Economics-revue Canadienne D Agroeconomie,Wiley,2018,hybrid,AGRICULTURAL SCIENCES,0.5,3000,1500
4120_2018_hybrid,4120,Canadian Journal of Agricultural Economics-revue Canadienne D Agroeconomie,Wiley,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
4781_2018_hybrid,4781,Chirality,Wiley,2018,hybrid,NATURAL SCIENCES,0.5,3000,1500
7883_2018_hybrid,7883,European History Quarterly,Sage,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
8554_2015_hybrid,8554,Food and Nutrition Bulletin,Sage,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
18082_2016_hybrid,18082,Natural Resources Forum,Wiley,2016,hybrid,SOCIAL SCIENCES,0.5,3000,1500
18082_2018_hybrid,18082,Natural Resources Forum,Wiley,2018,hybrid,NATURAL SCIENCES,0.5,3000,1500
18918_2018_hybrid,18918,Omega-journal of Death and Dying,Sage,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
19445_2015_hybrid,19445,Peer-to-Peer Networking and Applications,Springer-Nature,2015,hybrid,NATURAL SCIENCES,0.5,3000,1500
19885_2017_hybrid,19885,Plant Biotechnology Reports,Springer-Nature,2017,hybrid,NATURAL SCIENCES,0.5,3000,1500
20089_2018_hybrid,20089,Polymer Engineering and Science,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
20509_2017_hybrid,20509,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART P-JOURNAL OF SPORTS ENGINEERING AND TECHNOLOGY,Sage,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
20509_2017_hybrid,20509,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART P-JOURNAL OF SPORTS ENGINEERING AND TECHNOLOGY,Sage,2017,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
22406_2015_hybrid,22406,Science & Education,Springer-Nature,2015,hybrid,HUMANITIES,0.5,3000,1500
22842_2015_hybrid,22842,Silicon,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
24458_2018_hybrid,24458,Tissue & Cell,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
7571_2016_hybrid,7571,Environmental Progress & Sustainable Energy,Wiley,2016,hybrid,NATURAL SCIENCES,0.416666667,3000,1250
7537_2016_hybrid,7537,Environmental Fluid Mechanics,Springer-Nature,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.4,3000,1200
8553_2016_hybrid,8553,Food and Environmental Virology,Springer-Nature,2016,hybrid,AGRICULTURAL SCIENCES,0.375,3000,1125
8553_2016_hybrid,8553,Food and Environmental Virology,Springer-Nature,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.375,3000,1125
1056_2016_hybrid,1056,Agronomy for Sustainable Development,Springer-Nature,2016,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
5449_2015_hybrid,5449,Computational and Mathematical Organization Theory,Springer-Nature,2015,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
8458_2016_hybrid,8458,Fish Physiology and Biochemistry,Springer-Nature,2016,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
9087_2017_hybrid,9087,Geomechanics and Geophysics for Geo-Energy and Geo-Resources,Springer-Nature,2017,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
10837_2016_hybrid,10837,Indoor and Built Environment,Sage,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,3000,1000
12154_2015_hybrid,12154,International Journal of Technology and Design Education,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
15868_2018_hybrid,15868,Journal of Urban History,Sage,2018,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
17198_2016_hybrid,17198,Medicine Science and the Law,Sage,2016,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
17929_2015_hybrid,17929,Mutation Research-reviews in Mutation Research,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
19470_2015_hybrid,19470,Perception,Sage,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,3000,1000
24357_2018_hybrid,24357,Theoretical Medicine and Bioethics,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,3000,1000
9279_2016_hybrid,9279,Gold Bulletin,Springer-Nature,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
11641_2017_hybrid,11641,International Journal of Aeroacoustics,Sage,2017,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
11863_2015_hybrid,11863,International Journal of High Performance Computing Applications,Sage,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
14248_2018_hybrid,14248,Journal of Hydro-environment Research,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
17128_2017_hybrid,17128,Medical Anthropology Quarterly,Wiley,2017,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
1928_2018_hybrid,1928,Anthropocene Review,Sage,2018,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
3439_2015_hybrid,3439,Birth Defects Research Part B-developmental and Reproductive Toxicology,Wiley,2015,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
4657_2015_hybrid,4657,ChemSusChem,Wiley,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
5103_2016_hybrid,5103,Cliometrica,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
8458_2016_hybrid,8458,Fish Physiology and Biochemistry,Springer-Nature,2016,hybrid,AGRICULTURAL SCIENCES,0.333333333,3000,1000
9975_2016_hybrid,9975,Ichthyological Research,Springer-Nature,2016,hybrid,AGRICULTURAL SCIENCES,0.333333333,3000,1000
14248_2016_hybrid,14248,Journal of Hydro-environment Research,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
16288_2015_hybrid,16288,Language Policy,Springer-Nature,2015,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
17128_2016_hybrid,17128,Medical Anthropology Quarterly,Wiley,2016,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
17602_2017_hybrid,17602,MOBILE NETWORKS & APPLICATIONS,Springer-Nature,2017,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
19927_2017_hybrid,19927,Plasma Chemistry and Plasma Processing,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
14571_2017_hybrid,14571,Journal of Mathematical Fluid Mechanics,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
17157_2018_hybrid,17157,Medical Molecular Morphology,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
9325_2015_hybrid,9325,Greenhouse Gases-Science and Technology,Wiley,2015,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
13102_2017_hybrid,13102,Journal of Ambient Intelligence and Humanized Computing,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
16593_2016_hybrid,16593,Literacy,Wiley,2016,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
17157_2018_hybrid,17157,Medical Molecular Morphology,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,3000,1000
5358_2015_hybrid,5358,Comparative Immunology Microbiology and Infectious Diseases,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,3000,1000
7520_2015_hybrid,7520,Environmental Chemistry Letters,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
8956_2015_hybrid,8956,Genes & Genomics,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
13568_2015_hybrid,13568,Journal of Community Psychology,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,3000,1000
16703_2015_hybrid,16703,Machine Vision and Applications,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
17924_2018_hybrid,17924,MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
17924_2018_hybrid,17924,MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,3000,1000
1056_2017_hybrid,1056,Agronomy for Sustainable Development,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
4685_2015_hybrid,4685,Child Psychiatry & Human Development,Springer-Nature,2015,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
5103_2018_hybrid,5103,Cliometrica,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
5340_2015_hybrid,5340,Comparative Biochemistry and Physiology A-molecular & Integrative Physiology,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,3000,1000
9279_2018_hybrid,9279,Gold Bulletin,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
13681_2017_hybrid,13681,Journal of Cryptology,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
13720_2015_hybrid,13720,Journal of Developmental and Physical Disabilities,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,3000,1000
14248_2017_hybrid,14248,Journal of Hydro-environment Research,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
14466_2015_hybrid,14466,Journal of Linguistic Anthropology,Wiley,2015,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
15413_2016_hybrid,15413,Journal of Supercomputing,Springer-Nature,2016,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
17128_2018_hybrid,17128,Medical Anthropology Quarterly,Wiley,2018,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
17157_2018_hybrid,17157,Medical Molecular Morphology,Springer-Nature,2018,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
17929_2015_hybrid,17929,Mutation Research-reviews in Mutation Research,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,3000,1000
5358_2015_hybrid,5358,Comparative Immunology Microbiology and Infectious Diseases,Elsevier,2015,hybrid,AGRICULTURAL SCIENCES,0.333333333,3000,1000
6692_2018_hybrid,6692,DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
11863_2017_hybrid,11863,International Journal of High Performance Computing Applications,Sage,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
13882_2018_hybrid,13882,JOURNAL OF ENVIRONMENT & DEVELOPMENT,Sage,2018,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
16274_2018_hybrid,16274,Language and Speech,Sage,2018,hybrid,HUMANITIES,0.333333333,3000,1000
13882_2015_hybrid,13882,JOURNAL OF ENVIRONMENT & DEVELOPMENT,Sage,2015,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
16274_2018_hybrid,16274,Language and Speech,Sage,2018,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
17025_2018_hybrid,17025,Mathematics and Mechanics of Solids,Sage,2018,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
17929_2015_hybrid,17929,Mutation Research-reviews in Mutation Research,Elsevier,2015,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
9975_2017_hybrid,9975,Ichthyological Research,Springer-Nature,2017,hybrid,AGRICULTURAL SCIENCES,0.333333333,3000,1000
13444_2015_hybrid,13444,Journal of Chemometrics,Wiley,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
14430_2016_hybrid,14430,Journal of Language and Social Psychology,Sage,2016,hybrid,HUMANITIES,0.333333333,3000,1000
16593_2017_hybrid,16593,Literacy,Wiley,2017,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
22992_2015_hybrid,22992,Social Science Computer Review,Sage,2015,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
5449_2018_hybrid,5449,Computational and Mathematical Organization Theory,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
7099_2017_hybrid,7099,Educational and Psychological Measurement,Sage,2017,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
8458_2015_hybrid,8458,Fish Physiology and Biochemistry,Springer-Nature,2015,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
8458_2016_hybrid,8458,Fish Physiology and Biochemistry,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,3000,1000
8548_2018_hybrid,8548,Food and Bioproducts Processing,Elsevier,2018,hybrid,AGRICULTURAL SCIENCES,0.333333333,3000,1000
22992_2016_hybrid,22992,Social Science Computer Review,Sage,2016,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
24774_2015_hybrid,24774,Trends in Molecular Medicine,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,3000,1000
24010_2017_hybrid,24010,Swarm Intelligence,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
11852_2018_hybrid,11852,International Journal of Health Economics and Management,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,3000,1000
13164_2015_hybrid,13164,Journal of Applied Ecology,Wiley,2015,hybrid,AGRICULTURAL SCIENCES,0.333333333,3000,1000
16274_2018_hybrid,16274,Language and Speech,Sage,2018,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,3000,1000
17924_2018_hybrid,17924,MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,Elsevier,2018,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
1928_2016_hybrid,1928,Anthropocene Review,Sage,2016,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
6692_2018_hybrid,6692,DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
7592_2018_hybrid,7592,Environmental Technology & Innovation,Elsevier,2018,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
8458_2015_hybrid,8458,Fish Physiology and Biochemistry,Springer-Nature,2015,hybrid,AGRICULTURAL SCIENCES,0.333333333,3000,1000
8548_2015_hybrid,8548,Food and Bioproducts Processing,Elsevier,2015,hybrid,AGRICULTURAL SCIENCES,0.333333333,3000,1000
490_2018_hybrid,490,Adaptive Behavior,Sage,2018,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
8450_2018_hybrid,8450,First Language,Sage,2018,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
24357_2015_hybrid,24357,Theoretical Medicine and Bioethics,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,3000,1000
19843_2018_hybrid,19843,Phytoparasitica,Springer-Nature,2018,hybrid,AGRICULTURAL SCIENCES,0.333333333,3000,1000
25464_2016_hybrid,25464,Wireless Networks,Springer-Nature,2016,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
2132_2018_hybrid,2132,Applied Stochastic Models in Business and Industry,Wiley,2018,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
5340_2018_hybrid,5340,Comparative Biochemistry and Physiology A-molecular & Integrative Physiology,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,3000,1000
8482_2016_hybrid,8482,Flexible Services and Manufacturing Journal,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
9087_2018_hybrid,9087,Geomechanics and Geophysics for Geo-Energy and Geo-Resources,Springer-Nature,2018,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
19713_2015_hybrid,19713,Photonic Network Communications,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
19713_2018_hybrid,19713,Photonic Network Communications,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
24357_2015_hybrid,24357,Theoretical Medicine and Bioethics,Springer-Nature,2015,hybrid,HUMANITIES,0.333333333,3000,1000
24357_2018_hybrid,24357,Theoretical Medicine and Bioethics,Springer-Nature,2018,hybrid,HUMANITIES,0.333333333,3000,1000
24357_2018_hybrid,24357,Theoretical Medicine and Bioethics,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
19146_2018_hybrid,19146,Oxford Bulletin of Economics and Statistics,Wiley,2018,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
19843_2016_hybrid,19843,Phytoparasitica,Springer-Nature,2016,hybrid,AGRICULTURAL SCIENCES,0.333333333,3000,1000
1056_2018_hybrid,1056,Agronomy for Sustainable Development,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
1293_2016_hybrid,1293,American Journal of Community Psychology,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,3000,1000
5358_2015_hybrid,5358,Comparative Immunology Microbiology and Infectious Diseases,Elsevier,2015,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
6692_2018_hybrid,6692,DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,Springer-Nature,2018,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
8450_2016_hybrid,8450,First Language,Sage,2016,hybrid,SOCIAL SCIENCES,0.333333333,3000,1000
8458_2015_hybrid,8458,Fish Physiology and Biochemistry,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,3000,1000
8956_2016_hybrid,8956,Genes & Genomics,Springer-Nature,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3000,1000
7099_2016_hybrid,7099,Educational and Psychological Measurement,Sage,2016,hybrid,NATURAL SCIENCES,0.333333333,3000,1000
